Numero,Ubicación,Nombre,Disponibilidad,precio de Venta,Precio de Alquiler,Recamaras,Baños,Dimensión,Tipo de vivienda,vivienda nueva / de segunda
9,"SANTA MARIA,Juan Díaz",THE RESERVE T300,VENTA,"$750,000.00",,4,5,296,APARTAMENTOS,NUEVO
9,"SANTA MARIA,Juan Díaz",BUENAVISTA RESIDENCES,ALQUILER,"$4,500.00",,3,3,400,APARTAMENTOS,
9,"SANTA MARIA,Juan Díaz",BUENAVISTA RESIDENCES,VENTA,"$1,199,000.00",,3,3,400,APARTAMENTOS,NUEVO
9,"SANTA MARIA,Juan Díaz",LA VISTA ON THE GREEN,VENTA,"$1,700,000.00",,3,3,572,APARTAMENTOS,NUEVO
9,"SANTA MARIA,Juan Díaz",LA VISTA ON THE GREEN,VENTA,"$875,000.00",,3,3,336,APARTAMENTOS,NUEVO
9,"SANTA MARIA,Juan Díaz",THE RESERVE T300,VENTA,"$690,000.00",,4,4,296,APARTAMENTOS,NUEVO
9,"SANTA MARIA,Juan Díaz",The Reserve Santa Maria Torre legacy 400,ALQUILER,"$3,000.00",,4,4,270,APARTAMENTOS,
9,"SANTA MARIA,Juan Díaz",PH Heritage,ALQUILER,"$8,000.00",,4,4,612,APARTAMENTOS,
9,"SANTA MARIA,Juan Díaz",GREENVIEW,ALQUILER,"$2,500.00",,3,3,215,APARTAMENTOS,
9,"SANTA MARIA,Juan Díaz",VALERY POINT,VENTA,"$1,158,795.00",,3,3,351,APARTAMENTOS,NUEVO
10,"MARBELLA,Bella Vista",THE HERITAGE,VENTA,"$3,198,050.00",,3,3,640,APARTAMENTOS,NUEVO
10,"MARBELLA,Bella Vista",EBBELLE,VENTALQUILER,"$260,000.00","$1,500.00",3,3,158,APARTAMENTOS,DE SEGUNDA
10,"MARBELLA,Bella Vista",SOL MARINA REMODELADO – 242M2,VENTA,"$399,000.00",,3,3,242,APARTAMENTOS,DE SEGUNDA
10,"MARBELLA,Bella Vista",Marbella Tower,VENTA,"$265,000.00","$1,350.00",3,3,186,APARTAMENTOS,
10,"MARBELLA,Bella Vista",Torre Ebbelle I,ALQUILER,"$1,275.00",,3,3,167,APARTAMENTOS,
10,"MARBELLA,Bella Vista",Alquiler Marbella 3beds/3baths amoblado.,ALQUILER,"$1,150.00",,3,3,135,APARTAMENTOS,
10,"MARBELLA,Bella Vista",PH Girasol,VENTA,"$225,000.00",,3,2,168,APARTAMENTOS,DE SEGUNDA
10,"MARBELLA,Bella Vista",MARABIERTO,ALQUILER,"$2,000.00",,3,3,264,APARTAMENTOS,
10,"MARBELLA,Bella Vista","Apartamento en Marbella, Ph Alfil",VENTA,"$225,000.00",,3,3,174,APARTAMENTOS,DE SEGUNDA
10,"MARBELLA,Bella Vista",PH LOS DELFINES APT 36,VENTALQUILER,"$760,000.00","$4,500.00",4,4,560,APARTAMENTOS,NUEVO
10,"MARBELLA,Bella Vista",Grand Bay 2 recámaras,VENTA,"$225,000.00",,2,2,97,APARTAMENTOS,DE SEGUNDA
10,"MARBELLA,Bella Vista",BAHIA ESMERALDA,VENTA,"$910,000.00",,4,4,497,APARTAMENTOS,NUEVO
10,"MARBELLA,Bella Vista",Luxury apartment in Yoo Panama,VENTA,"$359,000.00",,1,1,121,APARTAMENTOS,DE SEGUNDA
1,Bella Vista,TORRE MARBELLA,VENTA,"$285,000.00",,3,3,187,APARTAMENTOS,DE SEGUNDA
1,Bella Vista,BAHIA ESMERALDA,VENTA,"$418,500.00",,3,3,245,APARTAMENTOS,NUEVO
1,Bella Vista,BAHIA ESMERALDA,VENTALQUILER,"$458,000.00","$2,350.00",3,3,246,APARTAMENTOS,NUEVO
1,Bella Vista,MARBELLA TOWER II,ALQUILER,"$1,450.00",,3,3,213,APARTAMENTOS,
1,Bella Vista,RIO MAR,VENTA,"$260,000.00",,3,2,215,APARTAMENTOS,DE SEGUNDA
1,Bella Vista,BRISAS MARBELLA,ALQUILER,"$1,900.00",,3,3,212,APARTAMENTOS,
1,Bella Vista,COSTA DEL MAR,VENTA,"$350,000.00",,3,3,241,APARTAMENTOS,DE SEGUNDA
1,Bella Vista,MARBELLA TOWER 1,ALQUILER,"$1,500.00",,2,2,138,APARTAMENTOS,
1,Bella Vista,MARBELLA 47,VENTA,"$515,000.00",,3,3,195,APARTAMENTOS,NUEVO
1,Bella Vista,CORAL REEF,ALQUILER,"$1,400.00",,1,1,90,APARTAMENTOS,
1,Bella Vista,MARBELLA TOWER II,VENTALQUILER,"$288,000.00","$1,900.00",3,3,213,APARTAMENTOS,DE SEGUNDA
1,Bella Vista,CASA COMERCIAL EN MARBELLA,RENTANDO,"$1,650,000.00","$5,500.00",10,9,583,CASAS,
4,San Francisco,MARBELLA TOWER II,VENTA,"$420,000.00",,3,4,213,APARTAMENTOS,NUEVO
4,San Francisco,PANAMAR,VENTA,"$690,000.00",,3,3,378,APARTAMENTOS,NUEVO
4,San Francisco,ICON TOWER,VENTA,"$315,000.00",,3,3,160,APARTAMENTOS,DE SEGUNDA
4,San Francisco,SOBRE LAS ROCAS,VENTALQUILER,"$695,000.00","$2,450.00",3,3,575,APARTAMENTOS,NUEVO
4,San Francisco,PUNTARENAS,VENTALQUILER,"$670,000.00","$2,900.00",3,2,338,APARTAMENTOS,NUEVO
4,San Francisco,Panamar Apt 2 A,VENTA,"$625,000.00",,3,3,378,APARTAMENTOS,NUEVO
4,San Francisco,SANTORINI,VENTALQUILER,"$970,000.00","$4,000.00",3,3,536,APARTAMENTOS,NUEVO
4,San Francisco,OCEAN SKY,ALQUILER,"$1,600.00",,2,1,146,APARTAMENTOS,
4,San Francisco,P.H. OCEAN SKY EN VENTA PISO COMPLETO,VENTA,"$650,000.00",,3,3,347,APARTAMENTOS,NUEVO
4,San Francisco,OCEAN SKY,VENTA,"$1,500,000.00","$5,500.00",3,3,500,APARTAMENTOS,NUEVO
4,San Francisco,DA VINCI,VENTALQUILER,"$389,000.00","$1,700.00",3,3,221,APARTAMENTOS,DE SEGUNDA
4,San Francisco,APARTAMENTO EN OCEAN SKY COCO DEL MAR,VENTA,"$325,000.00",,2,1,147,APARTAMENTOS,DE SEGUNDA
4,San Francisco,LE MARE,RENTANDO,"$265,000.00","$1,300.00",2,1,140,APARTAMENTOS,
4,San Francisco,ICON TOWER,ALQUILER,"$1,250.00",,1,1,96,APARTAMENTOS,
4,San Francisco,Edificio Panamar,VENTA,"$1,325,000.00",,4,3,620,APARTAMENTOS,NUEVO
4,San Francisco,COCO PALACE,RENTANDO,"$445,000.00","$1,500.00",3,2,244,APARTAMENTOS,
4,San Francisco,PUNTARENAS,VENTA,"$660,000.00",,3,3,383,APARTAMENTOS,NUEVO
4,San Francisco,BOUTIQUE QUARTIER DEL MAR,VENTA,"$280,000.00",,2,1,120,APARTAMENTOS,DE SEGUNDA
4,San Francisco,CASA EN COCO DEL MAR,VENTALQUILER,"$715,000.00","$3,750.00",5,4,439,CASAS,NUEVO
4,San Francisco,SANTORINI,VENTA,"$995,000.00",,3,2,536,APARTAMENTOS,NUEVO
4,San Francisco,VERANDA TOWER,VENTALQUILER,"$337,500.00","$2,400.00",2,2,171,APARTAMENTOS,DE SEGUNDA
4,San Francisco,TORRES COCO MAR,ALQUILER,"$1,300.00",,2,2,142,APARTAMENTOS,
4,San Francisco,ICON TOWER,VENTA,"$331,200.00",,2,2,160,APARTAMENTOS,DE SEGUNDA
4,San Francisco,LONG BEACH,ALQUILER,"$2,000.00",,3,2,239,APARTAMENTOS,
4,San Francisco,BALEARES,VENTA,"$595,000.00",,4,3,286,APARTAMENTOS,NUEVO
4,San Francisco,BELVEDERE,VENTALQUILER,"$680,000.00","$4,000.00",5,2,607,APARTAMENTOS,NUEVO
3,Ancón,LE MARE,ALQUILER,"$1,400.00",,1,3,90,APARTAMENTOS,
3,Ancón,EMBASSY CLUB COURTYARD II, VENTA,"$260,000.00",,2,2,144,APARTAMENTOS,DE SEGUNDA
3,Ancón,TOWNHOUSE EMBASSY CLUB, VENTALQUILER,"$599,000.00","$2,800.00",3,3,263,CASAS,NUEVO
3,Ancón,"Calle Parker y Calle Hill, Ciudad del Sa", ALQUILERMLS Acobir,"$2,300.00",,4,3,234,CASAS,
3,Ancón,Greenfield Casa 18, VENTAMLS Acobir,"$440,000.00",,3,2,264,CASAS,NUEVO
3,Ancón,CASA EN CLAYTON, VENTALQUILER,"$675,000.00","$2,800.00",3,2,219,CASAS,NUEVO
3,Ancón,CANAL VIEW, ALQUILER,"$2,500.00",,3,3,181,APARTAMENTOS,
3,Ancón,EMBASSY GARDEN 10, ALQUILER,"$3,200.00",,3,2,200,APARTAMENTOS,
3,Ancón,CLAYTON PARK, VENTA,"$290,000.00",,3,3,162,APARTAMENTOS,DE SEGUNDA
4,San Francisco,EMBASSY CLUB COURTYARD II, VENTA,"$375,000.00",,2,6,144,APARTAMENTOS,DE SEGUNDA
4,San Francisco,THE REGENT,VENTA,"$275,000.00",,3,1,215,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PLAZA REAL,VENTA,"$255,000.00",,3,2,180,APARTAMENTOS,DE SEGUNDA
4,San Francisco,LAS MARQUESAS,VENTA,"$220,000.00",,3,3,97,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PH Joy Tower,VENTALQUILER,"$425,000.00",,3,2,72,APARTAMENTOS,NUEVO
4,San Francisco,PH COUNTRY PARK,VENTA,"$230,000.00",,3,2,345,APARTAMENTOS,DE SEGUNDA
4,San Francisco,Aquamarina,VENTA,"$130,000.00",,2,1,183,APARTAMENTOS,DE SEGUNDA
4,San Francisco,ALQUILADO Y GENERANDO INGRESOS MENSUAL,VENTA,"$160,000.00",,2,5,86,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PREMIER LOFT,VENTA,"$661,500.00",,3,3,95,APARTAMENTOS,NUEVO
4,San Francisco,7400 EAST,VENTA,"$350,000.00",,3,3,212,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PH TEE ONE,ALQUILER,$900.00,,2,3,92,APARTAMENTOS,
4,San Francisco,Apartamento en San Francisco Bay 600,ALQUILER,$980.00,,2,3,142,APARTAMENTOS,
4,San Francisco,THE VIEW,VENTA,"$335,000.00",,3,2,310,APARTAMENTOS,DE SEGUNDA
4,San Francisco,DIAMOND TOWER,VENTA,"$180,000.00",,3,1,92,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PH TERRASOL,VENTALQUILER,"$240,000.00",,3,2,148,APARTAMENTOS,DE SEGUNDA
4,San Francisco,LOS FLAMINGOS,VENTALQUILER,"$460,000.00",,4,2,336,CASAS,NUEVO
4,San Francisco,Ph Cabomarzo,VENTA,"$249,900.00",,3,2,112,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PREMIER LOFT,VENTA,"$550,000.00",,3,2,100,APARTAMENTOS,NUEVO
4,San Francisco,San Francisco Bay 26-B,VENTA,"$189,000.00",,2,3,95,APARTAMENTOS,DE SEGUNDA
4,San Francisco,Concept,VENTALQUILER,"$210,000.00",,2,2,800,APARTAMENTOS,DE SEGUNDA
4,San Francisco,Harmony Tower,ALQUILER,$950.00,,1,2,240,APARTAMENTOS,
4,San Francisco,Bah¡a Pac¡fica,VENTA,"$2,450,000.00",,4,3,382,APARTAMENTOS,NUEVO
4,San Francisco,San Francisco Bay T400,VENTALQUILER,"$420,000.00",,3,3,184,APARTAMENTOS,NUEVO
4,San Francisco,Casa En San Francisco,ALQUILER,"$2,650.00",,4,2,188,CASAS,
4,San Francisco,WATERFALLS,VENTA,"$460,000.00",,3,2,131,APARTAMENTOS,NUEVO
4,San Francisco,TAO TOWER,RENTANDO,"$385,000.00",,3,3,81,APARTAMENTOS,
4,San Francisco,Terrawind Piso 29 C,ALQUILER,"$1,250.00",,3,3,94,APARTAMENTOS,
4,San Francisco,Apartamento en Torres de San Francisco,VENTA,"$125,000.00",,2,2,80,APARTAMENTOS,DE SEGUNDA
4,San Francisco,SAN FRANCISCO BAY T100,VENTA,"$152,500.00",,2,3,145,APARTAMENTOS,DE SEGUNDA
4,San Francisco,South Coast Tower,ALQUILER,$950.00,,2,2,89,APARTAMENTOS,
4,San Francisco,THE TOWERS T100,VENTALQUILER,"$380,000.00",,3,1,145,APARTAMENTOS,DE SEGUNDA
4,San Francisco,P.H DIAMOND TOWER,ALQUILER,$950.00,,2,1,93,APARTAMENTOS,
4,San Francisco,PH The Regent,VENTA,"$280,000.00",,2,3,112,APARTAMENTOS,DE SEGUNDA
4,San Francisco,SAN FRANCISCO BAY,ALQUILER,$900.00,,2,2,518,APARTAMENTOS,
4,San Francisco,SAN FRANCISCO BAY T600,ALQUILER,"$1,200.00",,2,3,151,APARTAMENTOS,
4,San Francisco,CASA EN SAN FRANCISCO,RENTANDO,"$850,000.00",,4,1,114,CASAS,
4,San Francisco,BUGANVILLA,VENTA,"$220,000.00",,3,3,124,APARTAMENTOS,DE SEGUNDA
4,San Francisco,Se alquila elegante apto en PH Portofino,ALQUILER,"$1,500.00",,3,3,114,APARTAMENTOS,
4,San Francisco,Terrawind torre 1000,VENTA,"$220,000.00",,3,3,150,APARTAMENTOS,DE SEGUNDA
4,San Francisco,DIAGONAL AL CENTRO COMERCIAL MULTIPLAZA,VENTALQUILER,"$300,000.00",,2,2,94,APARTAMENTOS,
4,San Francisco,PH Sky Blue,VENTA,"$190,000.00",,2,4,144,APARTAMENTOS,DE SEGUNDA
4,San Francisco,APARTAMENTO EN SAN FRANCISCO 67,VENTA,"$275,000.00",,2,2,89,APARTAMENTOS,DE SEGUNDA
4,San Francisco,GREAT CITY TOWER,ALQUILER,"$1,400.00",,2,4,125,APARTAMENTOS,
4,San Francisco,Park Loft,ALQUILER,"$1,300.00",,1,3,108,APARTAMENTOS,
4,San Francisco,PH HARMONY TOWER,VENTALQUILER,"$198,000.00",,1,1,243,APARTAMENTOS,DE SEGUNDA
4,San Francisco,Terrawind,VENTALQUILER,"$275,000.00",,3,3,89,APARTAMENTOS,DE SEGUNDA
4,San Francisco,Torre Mar del Sur,ALQUILER,$800.00,,2,2,145,APARTAMENTOS,
4,San Francisco,VENTA ? PH THE REGENT ? SAN FRANCISCO,VENTA,"$285,000.00",,2,3,95,APARTAMENTOS,DE SEGUNDA
4,San Francisco,HARMONY TOWER,VENTA,"$179,000.00",,1,2,185,APARTAMENTOS,DE SEGUNDA
4,San Francisco,STAR BAY,VENTALQUILER,"$265,000.00",,3,3,125,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PH Tee One,ALQUILER,"$1,300.00",,3,2,94,APARTAMENTOS,
4,San Francisco,San Francisco Bay Torre 200,ALQUILER,"$1,000.00",,2,2,321,APARTAMENTOS,
4,San Francisco,INFINITY TOWER,VENTA,"$560,000.00",,3,2,288,APARTAMENTOS,NUEVO
4,San Francisco,Casa San Francisco # 46,VENTA,"$1,100,000.00",,3,2,165,CASAS,NUEVO
4,San Francisco,COCINA ESTILO AMERICANA | PUNTA PACIFICA,VENTA,"$300,000.00",,3,4,224,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PACIFIC BAY,VENTALQUILER,"$390,000.00",,3,2,126,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PARK LOFT,VENTALQUILER,"$229,000.00",,1,2,206,APARTAMENTOS,DE SEGUNDA
4,San Francisco,Mandarin Bay 30-A,VENTA,"$447,000.00",,3,3,117,APARTAMENTOS,NUEVO
4,San Francisco,PH GENESIS TOWER,VENTA,"$265,000.00",,2,2,207,APARTAMENTOS,DE SEGUNDA
4,San Francisco,STAR BAY,VENTA,"$342,000.00",,3,2,114,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PORTO FINO,ALQUILER,"$1,190.00",,3,2,183,APARTAMENTOS,
4,San Francisco,THE REGENT,VENTA,"$360,000.00",,3,2,115,APARTAMENTOS,DE SEGUNDA
4,San Francisco,QUADRAT,ALQUILER,"$1,500.00",,2,2,146,APARTAMENTOS,
4,San Francisco,THE REGENT,VENTA,"$300,000.00",,2,2,172,APARTAMENTOS,DE SEGUNDA
4,San Francisco,INFINITY TOWER,VENTA,"$295,000.00",,3,2,97,APARTAMENTOS,DE SEGUNDA
4,San Francisco,Aquamarina,VENTA,"$135,000.00",,2,2,124,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PH TERRAWIND,VENTA,"$215,000.00",,3,3,142,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PH TERRAWIND,VENTA,"$239,000.00",,3,3,90,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PARK HOUSE,RENTANDO,"$160,500.00",,3,2,136,APARTAMENTOS,
4,San Francisco,SAN FRANCISCO 67,RENTANDO,"$250,000.00",,2,2,129,APARTAMENTOS,
4,San Francisco,SAN FRANCISCO 67,VENTA,"$258,800.00",,2,3,123,APARTAMENTOS,DE SEGUNDA
4,San Francisco,SERENITY AT THE BAY,VENTA,"$240,000.00",,2,3,155,APARTAMENTOS,DE SEGUNDA
4,San Francisco,MARINA PLAZA,VENTA,"$270,000.00",,2,2,113,APARTAMENTOS,DE SEGUNDA
4,San Francisco,SAN FRANCISCO BAY T100,VENTA,"$180,000.00",,2,2,153,APARTAMENTOS,DE SEGUNDA
4,San Francisco,7400,VENTA,"$330,000.00",,3,2,146,APARTAMENTOS,DE SEGUNDA
4,San Francisco,THE REGENT,VENTA,"$300,000.00",,2,1,142,APARTAMENTOS,DE SEGUNDA
4,San Francisco,FAIRMONT PLAZA,VENTA,"$257,000.00",,2,1,149,APARTAMENTOS,DE SEGUNDA
4,San Francisco,THE COSMOPOLITAN,RENTANDO,"$235,000.00",,2,2,155,APARTAMENTOS,
4,San Francisco,EMPORIUM TOWER,ALQUILER,"$1,550.00",,3,2,86,APARTAMENTOS,
4,San Francisco,MONTEMAR,VENTALQUILER,"$160,000.00",,2,3,237,APARTAMENTOS,DE SEGUNDA
4,San Francisco,PREMIUM TOWER,VENTA,"$515,000.00",,3,1,184,APARTAMENTOS,NUEVO
4,San Francisco,WATERFALLS,VENTA,"$435,000.00",,3,1,148,APARTAMENTOS,NUEVO
4,San Francisco,QUADRAT,ALQUILER,"$1,850.00",,2,1,220,APARTAMENTOS,
4,San Francisco,WINDOW TOWER,VENTALQUILER,"$398,000.00",,3,2,100,APARTAMENTOS,DE SEGUNDA
1,Bella Vista,THE ONE,RENTANDO,"$275,000.00",,2,3,133,APARTAMENTOS,
4,San Francisco ,PACIFIC WIND,VENTA,"$259,000.00",,3,2,86,APARTAMENTOS,DE SEGUNDA
4,San Francisco ,MONTEMAR,VENTA,"$160,000.00",,2,2,111,APARTAMENTOS,DE SEGUNDA
4,San Francisco ,PLAZA MARINA,VENTALQUILER,"$165,000.00",,2,2,325,APARTAMENTOS,DE SEGUNDA
4,San Francisco ,CASA EN SAN FRANCISCO,VENTA,"$500,000.00",,3,2,81,CASAS,NUEVO
4,San Francisco ,GREEN POINT,RENTANDO,"$170,100.00",,2,2,200,APARTAMENTOS,
4,San Francisco ,KEOPS TOWER,ALQUILER,"$2,000.00",,3,2,131,APARTAMENTOS,
4,San Francisco ,TERRAWIND TORRE 1000,VENTA,"$248,500.00",,3,2,131,APARTAMENTOS,DE SEGUNDA
4,San Francisco ,TERRAWIND TORRE 2000,VENTALQUILER,"$278,000.00",,3,1,156,APARTAMENTOS,DE SEGUNDA
4,San Francisco ,PARK LOFT,VENTA,"$329,500.00",,2,3,124,APARTAMENTOS,DE SEGUNDA
4,San Francisco ,SERENITY,ALQUILER,"$1,600.00",,2,2,124,APARTAMENTOS,
4,San Francisco ,CAPRICE,VENTA,"$186,000.00",,2,3,344,APARTAMENTOS,DE SEGUNDA
4,San Francisco ,PREMIER LOFT,VENTA,"$560,000.00",,3,2,288,APARTAMENTOS,NUEVO
4,San Francisco ,HARMONY,RENTANDO,"$480,000.00",,3,2,215,APARTAMENTOS,
4,San Francisco ,JOY,VENTA,"$440,000.00",,3,3,98,APARTAMENTOS,NUEVO
4,San Francisco ,PALMA REAL,ALQUILER,"$1,150.00",,2,1,308,APARTAMENTOS,
4,San Francisco ,PREMIER LOFT,VENTALQUILER,"$600,000.00",,3,3,308,APARTAMENTOS,NUEVO
4,San Francisco ,THE COSMOPOLITAN,VENTA,"$199,000.00",,2,2,98,APARTAMENTOS,DE SEGUNDA
4,San Francisco ,TERRAWIND TORRE 1000,ALQUILER,"$1,350.00",,3,2,159,APARTAMENTOS,
4,San Francisco ,CASA EN SAN FRANCISCO,VENTA,"$1,300,000.00",,4,2,630,CASAS,NUEVO
4,San Francisco ,STAR BAY,VENTALQUILER,"$375,000.00",,3,3,182,APARTAMENTOS,DE SEGUNDA
4,San Francisco ,KOLOSAL TOWER,VENTA,"$312,000.00",,2,2,156,APARTAMENTOS,DE SEGUNDA
4,San Francisco ,PREMIUM TOWER,VENTA,"$585,000.00",,3,2,237,APARTAMENTOS,NUEVO
4,San Francisco ,WATERFALLS,ALQUILER,"$1,800.00",,2,3,148,APARTAMENTOS,
4,San Francisco ,PREMIER LOFT,VENTALQUILER,"$600,000.00",,3,1,345,APARTAMENTOS,NUEVO
4,San Francisco ,SERENITY,VENTALQUILER,"$285,000.00",,2,2,124,APARTAMENTOS,DE SEGUNDA
4,San Francisco ,SERENITY,VENTALQUILER,"$462,800.00",,2,3,354,APARTAMENTOS,NUEVO
4,San Francisco ,JOY,VENTA,"$493,097.00",,3,1,214,APARTAMENTOS,NUEVO
4,San Francisco ,JOY,VENTA,"$493,097.00",,3,3,214,APARTAMENTOS,NUEVO
4,San Francisco ,PLAZA REAL,VENTA,"$290,000.00",,3,2,150,APARTAMENTOS,DE SEGUNDA
4,San Francisco,TORRE DEL MAR,ALQUILER,"$5,000.00",,3,3,290,APARTAMENTOS,
4,San Francisco ,LATORRACA,ALQUILER,"$1,300.00",,3,3,113,APARTAMENTOS,
4,San Francisco ,PREMIUM TOWER,VENTA,"$425,000.00",,3,3,179,APARTAMENTOS,NUEVO
4,San Francisco ,PACIFIC BAY,VENTALQUILER,"$530,000.00",,3,2,239,APARTAMENTOS,NUEVO
4,San Francisco ,LATORRACA,VENTA,"$260,000.00",,3,3,113,APARTAMENTOS,DE SEGUNDA
4,San Francisco,TERRAZAS DEL PACIFICO,VENTA,"$970,000.00",,4,4,370,APARTAMENTOS,NUEVO
